MRP,Brand,Processor,RAM,RAM Type,Operating System,Storage Type,Warranty,Storage
40190,DELL,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
34990,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
94990,ASUS,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
69990,Lenovo,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
59990,ASUS,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
66990,ASUS,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
104990,ASUS,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
54900,DELL,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
136990,Lenovo,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
48184,DELL,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
74990,ASUS,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
60990,acer,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
49990,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
67990,DELL,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
194990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
44990,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
58000,Lenovo,I5,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
29990,Infinix,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
114990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
33990,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
64990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
79990,Lenovo,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
28990,Infinix,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
56990,ASUS,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
81990,HP,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
129990,MSI,I7,16 ,DDR4,WINDOWS,SSD,2 YEAR,1 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
38990,DELL,RYZEN,8 ,DDR4,WINDOWS,HDD,1 YEAR,1 
79990,HP,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,256 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
139990,APPLE,OTHER,8 ,OTHER,MAC,SSD,1 YEAR,512 
109990,ASUS,I7,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
154990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
62990,Lenovo,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
194990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
44990,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
47990,ASUS,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
43667,DELL,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
135990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
98990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,512 
46990,Infinix,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
35990,ASUS,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
109990,ASUS,I7,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
139990,APPLE,OTHER,8 ,OTHER,MAC,SSD,1 YEAR,512 
74770,DELL,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
40799,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
69490,ASUS,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
39990,ASUS,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
99990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,512 
241990,APPLE,OTHER,16 ,OTHER,MAC,SSD,1 YEAR,1 
40990,acer,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
60390,HP,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
69990,HP,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
44990,ASUS,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
44990,ASUS,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
60390,HP,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
69490,ASUS,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
40799,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
55990,HP,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
74990,Lenovo,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
69990,HP,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
44990,ASUS,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
59990,ASUS,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,1 
222990,APPLE,OTHER,16 ,OTHER,MAC,SSD,1 YEAR,512 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
74770,DELL,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
109990,ASUS,I7,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
62990,acer,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
40990,acer,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
58499,MSI,I5,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
65990,Lenovo,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
111990,DELL,I7,16 ,DDR5,WINDOWS,SSD,1 YEAR,512 
68490,Lenovo,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
46990,Infinix,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
83990,ASUS,I5,8 ,DDR4,WINDOWS,HDD,3 YEAR,1 
54990,acer,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
14990,ASUS,OTHER,4 ,DDR4,OTHER,OTHER,1 YEAR,OTHER
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
149990,APPLE,OTHER,8 ,DDR4,MAC,SSD,1 YEAR,1 
63090,DELL,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
200000,MSI,I7,16 ,DDR5,WINDOWS,SSD,2 YEAR,1 
37390,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
63990,ASUS,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
43090,DELL,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
194990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
44990,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
44700,Lenovo,I3,4 ,DDR4,WINDOWS,SSD,1 YEAR,256 
41150,HP,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
33990,ASUS,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
190890,MSI,I7,16 ,DDR5,WINDOWS,SSD,2 YEAR,1 
174990,ASUS,I9,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
118990,HP,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
63980,ASUS,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
54300,acer,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
36400,DELL,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
28590,ASUS,I3,4 ,DDR4,WINDOWS,SSD,1 YEAR,256 
69999,DELL,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
301990,ASUS,I9,32 ,DDR5,WINDOWS,SSD,1 YEAR,1 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
37000,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
64990,Lenovo,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
73490,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
194990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
42690,DELL,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
140990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
38990,Lenovo,I3,4 ,DDR4,WINDOWS,SSD,1 YEAR,256 
128990,HP,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
54999,acer,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
60130,acer,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
29490,acer,OTHER,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
72490,DELL,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
73990,GIGABYTE,I5,16 ,DDR4,WINDOWS,SSD,2 YEAR,512 
47130,acer,I5,8 ,DDR4,WINDOWS,HDD,1 YEAR,1 
55600,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
49690,DELL,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
239990,ASUS,I7,32 ,DDR5,WINDOWS,SSD,1 YEAR,1 
73990,MSI,I5,16 ,DDR4,WINDOWS,SSD,2 YEAR,512 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
52490,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
41990,HP,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
29990,ASUS,OTHER,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
50490,Nokia,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
96490,acer,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
37990,Infinix,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
74990,MSI,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
51990,ASUS,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
71345,ASUS,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
101490,ASUS,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
274990,MSI,I7,32 ,DDR5,WINDOWS,SSD,2 YEAR,1 
199990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
41090,DELL,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
50499,Lenovo,I5,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
78950,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
67990,Lenovo,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
187990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
102990,Lenovo,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
35990,ASUS,I3,4 ,DDR4,OTHER,SSD,1 YEAR,256 
52575,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
73490,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
194990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
50990,DELL,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
60125,Lenovo,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
26490,Lenovo,OTHER,4 ,DDR4,WINDOWS,SSD,1 YEAR,256 
80249,HP,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
129999,acer,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,128 
76990,ASUS,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,1 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
36990,ASUS,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
107790,MSI,I7,16 ,DDR4,WINDOWS,SSD,2 YEAR,512 
75990,DELL,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
95990,ASUS,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
61999,acer,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
28990,HP,OTHER,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
54990,Lenovo,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
56990,ASUS,I7,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
45990,ASUS,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
38216,ASUS,I3,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
36990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,256 
39990,Lenovo,I3,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
79990,MSI,I7,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
43990,DELL,I3,4 ,DDR4,WINDOWS,SSD,1 YEAR,256 
39990,RedmiBook,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
196990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
108250,HP,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
28990,ASUS,I3,4 ,DDR4,WINDOWS,HDD,1 YEAR,1 
389990,MSI,I9,32 ,DDR5,WINDOWS,SSD,2 YEAR,2 
67224,DELL,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
38705,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
85990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
114990,acer,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,256 
61249,ASUS,I5,4 ,DDR4,WINDOWS,HDD,1 YEAR,1 
35590,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,2 YEAR,512 
150990,ASUS,RYZEN,16 ,DDR4,WINDOWS,SSD,1 YEAR,1 
69990,HP,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
69990,Lenovo,RYZEN,8 ,DDR4,OTHER,SSD,1 YEAR,512 
79990,Lenovo,I5,16 ,DDR4,WINDOWS,SSD,1 YEAR,512 
37990,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,256 
73490,Lenovo,RYZEN,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
194990,ASUS,RYZEN,16 ,DDR5,WINDOWS,SSD,1 YEAR,1 
36990,Infinix,I5,8 ,DDR4,WINDOWS,SSD,1 YEAR,512 
